105,優化中小企業科技加值應用環境之策略佈局計畫(3/4),2
105,「高科技設備前瞻技術發展計畫」第二期計畫(4/4),2
105,自由型卓越學研及百人拓荒專案計畫(3/4),2
105,規劃考核及獎補助綜合業務(1/1),2
105,研發環境綜合整備及科技行政協調管理(1/1),2
105,推動前瞻及應用科技研究計畫(3/4),2
105,科學教育研究發展及推動國際科技合作(1/1),2
105,學術攻頂研究計畫(1/1),2
105,國立中科實驗高級中學維運計畫(1/1),2
105,人文及社會科學研究發展計畫(1/1),2
105,培育優秀學者養成計畫(2/4),2
105,國立中科實驗高級中學國中部校舍興建計畫(3/3),2
105,生物、醫、農科學研究發展綱要計畫(1/1),2
105,私立大學校院發展研發特色專案計畫(4/4),2
105,學界研發成果產業化推動計畫(1/4),2
105,補助大專校院延攬及獎勵特殊優秀人才措施(2/4),2
105,具時效性科技政策及科技策略會議結論落實推動計畫(1/1),2
105,強化國家型科技計畫研發成果應用之學研產橋接計畫(1/1),2
105,未來優質生活實驗場域規劃與建置計畫(1/1),2
105,財團法人國家實驗研究院發展計畫(3/4),2
105,科技發展趨勢分析與資訊服務計畫(2/4),2
105,行政院跨領域科技管理人才在職培訓發展計畫(4/4),2
106,文化科技輔導推動專案計畫(1/4),2
106,校園學術倫理教育與機制發展計畫(4/4),2
106,人文社會科學基礎及跨界應用能力培育計畫(3/4),2
106,國家圖書館學術性引用文獻資料擴增建置計畫(2/4),2
106,基礎語文及多元文化能力培育計畫(3/4),2
106,科專政策研究及管理綱要計畫(3/4),2
106,科技計畫規劃與管理計畫(4/4),2
106,優化中小企業科技加值應用環境之策略佈局計畫(4/4),2
106,推動前瞻及應用科技研究計畫(4/4),2
106,規劃考核及獎補助綜合業務(1/1),2
106,補助大專校院延攬及獎勵特殊優秀人才措施(3/4),2
106,研發環境綜合整備及科技行政協調管理(1/1),2
106,科學教育研究發展及推動國際科技合作(1/1),2
106,自由型卓越學研及探索研究專案計畫(4/4),2
106,學術攻頂研究計畫(1/1),2
106,人文及社會科學研究發展計畫(1/1),2
106,提升私立大學校院發展研發特色專案計畫(1/1),2
106,研發成果推廣及科學園區業務推動計畫(1/1),2
106,培育優秀學者養成計畫(3/4),2
106,生物、醫、農科學研究發展綱要計畫(1/1),2
106,學界研發成果產業化推動計畫(2/4),2
106,具時效性科技政策及科技策略會議結論落實推動計畫(1/1),2
106,科技決策支援暨科技計畫專案管理與評估機制推動計畫(1/1),2
106,科技發展趨勢分析與資訊服務計畫(1/4),2
106,財團法人國家實驗研究院發展計畫(4/4),2
106,國立中科實驗高級中學維運計畫(1/1),2
106,行政院跨領域科技管理與談判人才培育計畫(1/4),2
107,文化科技輔導推動專案計畫(2/4),2
107,人文社會科學基礎及跨界應用能力培育計畫(4/4),2
107,國家圖書館學術性引用文獻資料擴增建置計畫(3/4),2
107,基礎語文及多元文化能力培育計畫(4/4),2
107,科專政策研究及管理綱要計畫(4/4),2
107,規劃考核及獎補助綜合業務(1/1),2
107,學術攻頂研究計畫(1/1),2
107,補助大專校院延攬及獎勵特殊優秀人才措施(4/4),2
107,研發環境綜合整備及科技行政協調管理(1/1),2
107,自由型卓越學研及探索研究專案計畫(1/4),2
107,提升私立大學校院發展研發特色專案計畫(1/1),2
107,培育優秀學者養成計畫(4/4),2
107,推動創新及應用科技研究計畫(1/4),2
107,生物、醫、農科學研究發展綱要計畫(1/1),2
107,研發成果推廣及科學園區業務推動計畫 (1/1),2
107,人文及社會科學研究發展計畫(1/1),2
107,科學教育研究發展及推動國際科技合作(1/1),2
107,年輕學者養成計畫(1/4),2
107,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),2
107,科技顧問及產業策略會議推動計畫(1/1),2
107,科技政策研究與資訊服務計畫(1/4),2
107,財團法人國家實驗研究院發展計畫(1/4),2
107,國立中科實驗高級中學維運計畫(1/1),2
108,科技發展政策研究與諮詢(1/1),2
108,文化科技輔導推動專案計畫(3/4),2
108,議題導向跨領域敘事力培育計畫(1/4),2
108,國家圖書館學術性引用文獻資料擴增建置計畫(4/4),2
108,科專政策研究及管理綱要計畫(1/4),2
108,規劃考核及獎補助綜合業務(1/1),2
108,年輕學者養成計畫(2/3),2
108,學術攻頂研究計畫(1/1),2
108,補助大專校院獎勵及延攬特殊優秀人才措施(1/4),2
108,推動科學發展及國際科技合作計畫(1/1),2
108,生物、醫、農科學研究發展綱要計畫(1/1),2
108,人文及社會科學研究發展計畫(1/1),2
108,培育優秀學者養成計畫(1/4),2
108,學界研發成果產業化推動計畫(4/4),2
108,研發環境綜合整備及科技行政協調管理(1/1),2
108,推動創新及應用科技研究計畫(2/4),2
108,台灣腦科技發展及國際躍升計畫(1/4),2
108,領袖學者助攻計畫(1/2),2
108,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),2
108,科技政策研究與資訊服務計畫(1/1),2
108,國立中科實驗高級中學維運計畫(1/1),2
109,科技發展政策研究與諮詢(1/1),2
109,文化科技輔導推動專案計畫(1/1),2
109,國家圖書館人文社會學術性引用文獻資料擴增建置計畫(1/4),2
109,議題導向跨領域敘事力培育計畫(2/4),2
109,創新產業科技政策與國際合作規劃管理綱要計畫(2/4),2
109,科技部補助大專校院研究獎勵作業計畫(1/1),2
109,台灣腦科技發展及國際躍升計畫(2/4),2
109,推動科學發展及國際合作專案計畫(1/1),2
109,推動創新及應用科技研究計畫(3/4),2
109,研發環境綜合整備及科技行政協調管理(1/1),2
109,基礎科學研究計畫(1/1),2
109,領袖學者助攻計畫(2/2),2
109,年輕學者養成計畫(3/3),2
109,具時效性科技政策及科技策略會議結論推動落實計畫(1/1),2
109,科技會報跨部會署科發基金計畫(1/1),2
109,基礎科學研究計畫-國家實驗研究院(1/4),2
109,園區實驗高級中學業務推展計畫(1/1),2
110,科技發展政策研究與諮詢(1/1),2
110,議題導向跨領域敘事力培育計畫(3/4),2
110,國家圖書館人文社會學術性引用文獻資料擴增建置計畫(2/4),2
110,創新產業科技政策與國際合作規劃管理綱要計畫(3/4),2
110,研發環境綜合整備及科技行政協調管理(1/1),2
110,推動科學發展及國際合作專案計畫(1/1),2
110,台灣腦科技發展及國際躍升計畫(3/4),2
110,科技部補助大專校院延攬及獎勵特殊優秀人才計畫(1/1),2
110,推動創新及應用科技研究計畫(4/4),2
110,產學研鏈結價值躍升計畫(1/1),2
110,基礎科學研究計畫(1/1),2
110,年輕學者養成計畫(110-113年)(1/4),2
110,科技會報跨部會署科發基金計畫(1/1),2
110,基礎科學研究計畫-國家實驗研究院(2/4),2
110,園區實驗高級中學業務推展計畫(1/1),2
年度,計畫完整中文名稱,label
103,公共工程基礎資料庫研究計畫(2/4),3
103,完備我國災害防救法規及災害管理發展趨勢之研究(4/4),3
103,鋼骨鋼筋混凝土構造火害及耐火性能設計研究計畫(4/4),3
103,建築先進技術創新開發與推廣應用計畫(4/4),3
103,都市與建築安全減災與調適科技發展中程計畫(4/4),3
103,建築防火科技發展計畫(4/4)-防火安全設計及工程技術精進研發中程計畫,3
103,防災校園網絡建置與實驗計畫(4/4),3
103,氣候變遷調適人才培育計畫(3/4),3
103,強化坡地環境地質與防災應用(4/4),3
103,台灣北部火山活動觀測研究(3/4),3
103,斷層活動性觀測研究第三階段(2/4),3
103,重要活動斷層構造特性調查研究(4/4),3
103,水旱災減災及預警策進科技之研究(4/4),3
103,氣象領域氣象科技研究發展中程綱要計畫(6/6),3
103,氣候變遷應用服務能力發展計畫(1/4),3
103,強化災害性即時天氣預報(3/3),3
103,落實防災氣象整合資訊實作(4/4),3
103,強地動觀測第4期計畫(5/6)-建置新一代地震觀測系統,3
103,台灣東部海域電纜式海底地震儀及海洋物理觀測系統建置第2期計畫(4/4),3
103,海象防災技術研究(3/4),3
103,強震與地球物理觀測系統效能提升計畫(3/4),3
103,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(3/6),3
103,災害性天氣監測與預報作業建置計畫(5/6),3
103,海岸及道路災害防救科技發展(4/4),3
103,交通設施效能提升及營運技術強化科技研發計畫(4/4),3
103,海洋防災科技及永續發展計畫(2/4),3
103,颱風洪水研究發展計畫(1/4),3
103,海洋科技發展計畫(1/4),3
103,災害防救科技發展與應用(1/4),3
103,海研五號科研儀器建置暨營運計畫(2/4),3
103,地震工程之運作及發展計畫(1/4),3
103,坡地防災與生態系復育科技發展綱要計畫(2/4),3
104,公共工程基礎資料庫研究計畫(3/4),3
104,建築防火安全工程創新科技及應用研發計畫(1/4),3
104,鋼構建築複合性災害作用下耐火科技研發計畫(1/4),3
104,都市與建築減災與調適科技精進及整合應用發展計畫(1/4),3
104,建築技術多元創新與推廣應用精進計畫(1/4),3
104,學校防減災及氣候變遷調適教育精進計畫(1/4),3
104,斷層活動性觀測研究第三階段(3/4),3
104,重要活動斷層構造特性調查2期(1/4),3
104,臺灣北部火山活動觀測研究(4/4),3
104,山崩潛勢評估與觀測技術防災應用(1/4),3
104,水旱災整備及應變科技之研究(1/4),3
104,發展小區域災害性天氣即時預報系統(1/4),3
104,海象防災技術研究(4/4),3
104,氣候變遷應用服務能力發展計畫(2/4),3
104,氣象領域氣象科技研究發展與維運計畫(1/6),3
104,災害性天氣監測與預報作業建置計畫(6/6),3
104,強地動觀測第4期計畫(6/6)-建置新一代地震觀測系統,3
104,強震與地球物理觀測系統效能提升計畫(4/4),3
104,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(4/6),3
104,地震及海嘯防災海纜觀測系統擴建計畫(1/3),3
104,海洋防災科技及永續發展計畫(3/4),3
104,港灣及道路運輸效能提升與災防技術研發(1/2),3
104,災害防救科技發展與應用(2/4)-國家災害防救科技中心發展計畫,3
104,颱風洪水研究發展計畫(1/4),3
104,海洋科技發展計畫(2/4),3
104,海研五號科研儀器建置暨營運計畫(3/4),3
104,地震工程之運作及發展計畫(1/4),3
104,坡地防災與生態系復育科技發展綱要計畫(3/4),3
105,公共工程基礎資料庫研究計畫(4/4),3
105,建築技術多元創新與推廣應用精進計畫(2/4),3
105,建築防火安全工程創新科技及應用研發中程計畫(2/4),3
105,都市與建築減災與調適科技精進及整合應用發展計畫(2/4),3
105,鋼構建築複合性災害作用下耐火科技研發計畫(2/4),3
105,學校防減災及氣候變遷調適教育精進計畫(2/4),3
105,斷層活動性觀測研究第三階段(4/4),3
105,重要活動斷層構造特性調查2期(2/4),3
105,臺灣北部火山活動觀測研究精進計畫(1/4),3
105,山崩潛勢評估與觀測技術防災應用(2/4),3
105,水旱災整備及應變科技之研究(2/4),3
105,極端海象預報技術研究(1/4),3
105,氣候變遷應用服務能力發展計畫(3/4),3
105,氣象資訊之智慧應用服務計畫(I)(1/4),3
105,發展小區域災害性天氣即時預報系統(2/4),3
105,氣象領域氣象科技研究發展與維運計畫(2/6),3
105,地震及海嘯防災海纜觀測系統擴建計畫(2/3),3
105,強地動觀測第5期計畫(1/6)-強震即時警報於防災之應用,3
105,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(5/6),3
105,海洋防災科技及永續發展計畫(4/4),3
105,港灣及道路運輸效能提升與災防技術研發(2/2),3
105,災害防救科技發展與應用(3/4)-國家災害防救科技中心發展計畫,3
105,研究船能量重建及海研五號事件緊急因應計畫(4/4),3
105,地震工程之運作及發展計畫(1/4),3
105,海洋科技發展計畫(3/4),3
105,共用性基礎設施建置計畫(2/4),3
105,智慧型雲端防災監測預警技術研發(2/4),3
105,颱風洪水研究發展計畫(2/4),3
105,坡地防災與生態系復育科技發展綱要計畫(4/4)-大規模崩塌防災科技研發，強化坡地智慧監測與環境友善,3
106,提升公共工程基礎資料庫之應用研究計畫(1/1),3
106,建築技術多元創新與推廣應用精進計畫(3/4),3
106,鋼構建築複合性災害作用下耐火科技研發計畫(3/4),3
106,都市與建築減災與調適科技精進及整合應用發展計畫(3/4),3
106,建築防火安全工程創新科技及應用研發計畫(3/4),3
106,學校防減災及氣候變遷調適教育精進計畫(3/4),3
106,地下工業管線安全智能整合應用科技計畫(1/4),3
106,結合大規模崩塌地質防災資訊服務(1/5),3
106,山崩潛勢評估與觀測技術防災應用(3/4),3
106,重要活動斷層構造特性調查2期(3/4),3
106,斷層活動性觀測研究第四階段(1/4),3
106,臺灣北部火山活動觀測研究精進計畫(2/4),3
106,水旱災整備及應變科技之研究(3/4),3
106,發展小區域災害性天氣即時預報系統(3/4),3
106,氣候變遷應用服務能力發展計畫(4/4),3
106,極端海象預報技術研究(2/4),3
106,氣象領域氣象科技研究發展與維運計畫(3/6),3
106,氣象資訊之智慧應用服務計畫(I)(2/4),3
106,強地動觀測第5期計畫-強震即時警報於防災之應用(2/6),3
106,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(6/6),3
106,建構臺灣海象及氣象災防環境服務系統(1/4),3
106,地震及海嘯防災海纜觀測系統擴建計畫(3/3),3
106,運輸環境災防技術與發展研究(1/4),3
106,綠色海洋與航安科技發展計畫(1/4),3
106,臺北都會防災科學任務:確認大屯火山地下岩漿庫的位置與形貌(1/4),3
106,全方位災害防救資訊蒐整與研判技術提升旗艦計畫(1/4),3
106,智慧型雲端防災監測預警技術研發(3/4),3
106,地震工程之運作及發展計畫(1/4),3
106,颱風洪水研究發展計畫(3/4),3
106,海洋科技發展計畫(4/4),3
106,國家災害防救科技中心發展計畫(1/1),3
106,坡地防災與保育科技發展綱要計畫(1/4)-大規模崩塌防災科技研發，強化坡地智慧監測與農村友善,3
107,提升及加值公共工程基礎技術資料庫研究計畫(1/1),3
107,建築技術多元創新與推廣應用精進計畫(4/4),3
107,建築防火安全工程創新科技及應用研發計畫(4/4),3
107,鋼構建築複合性災害作用下耐火科技研發計畫(4/4),3
107,都市與建築減災與調適科技精進及整合應用發展計畫(4/4),3
107,學校防減災及氣候變遷調適教育精進計畫(4/4),3
107,地下工業管線安全智能整合應用科技計畫(2/4),3
107,結合大規模崩塌地質防災資訊服務(2/5),3
107,地質科技研究發展(1/4),3
107,水旱災整備及應變科技之研究(4/4),3
107,強地動觀測第5期計畫(3/6)-強震即時警報於防災之應用,3
107,氣象資訊之智慧應用服務計畫(I)(3/4),3
107,建構臺灣海象及氣象災防環境服務系統(2/4),3
107,氣象領域維運與技術發展計畫(4/6),3
107,海洋及交通運輸防災技術研究(1/4),3
107,台北都會防災科學任務：確認大屯火山地下岩漿庫的位置與形貌(2/4),3
107,海研一二三號汰舊換新計畫(2/3),3
107,自然科學研究發展(1/1),3
107,全方位災害防救資訊蒐整與研判技術提升旗艦計畫(2/4),3
107,智慧災防新南向(1/4),3
107,建構民生公共物聯網(2/4),3
107,颱風洪水研究發展計畫(4/4),3
107,地震工程之運作及發展計畫(1/4),3
107,智慧型雲端防災監測預警技術研發(4/4),3
107,海洋科技發展計畫(1/4),3
107,國家災害防救科技中心發展計畫(1/1),3
108,建築工程技術發展與整合應用計畫(1/4),3
108,建築與城鄉安全防災韌性科技發展計畫(1/4),3
108,前瞻建築防火避難及結構防火科技研發整合應用計畫(1/4),3
108,建構韌性防災校園與防災科技資源應用計畫(1/4),3
108,地下工業管線安全智能整合應用科技計畫(3/4),3
108,地質科技研究發展(2/4),3
108,結合大規模崩塌地質防災資訊服務(3/5),3
108,韌性防災與氣候變遷水環境風險評估研究(1/4),3
108,強地動觀測第5期計畫(4/6)-強震即時警報於防災之應用,3
108,氣象資訊之智慧應用服務計畫(I)(4/4),3
108,氣象領域維運與技術發展計畫(5/6),3
108,建構臺灣海象及氣象災防環境服務系統(3/4),3
108,氣象雷達災防預警技術提升計畫(1/6),3
108,海洋及交通運輸防災技術研究(2/4),3
108,台北都會防災科學任務：確認大屯火山地下岩漿庫的位置與形貌(3/4),3
108,海研一二三號汰舊換新計畫(3/3),3
108,智慧災防新南向(2/4),3
108,全方位災害防救資訊蒐整與研判技術提升旗艦計畫(3/4),3
108,建構民生公共物聯網計畫(3/4),3
108,海洋科技發展計畫(2/4),3
108,地震工程之運作及發展計畫(2/4),3
108,國家災害防救科技中心發展計畫(含併入「颱風洪水研究發展計畫(1/3)」) (1/1),3
108,海洋環境調查運用、海洋技術研發與海洋產業發展(1/1),3
109,建築與城鄉安全防災韌性科技發展計畫(2/4),3
109,建築工程技術發展與整合應用計畫(2/4),3
109,前瞻建築防火避難及結構防火科技研發整合應用計畫(2/4),3
109,建構韌性防災校園與防災科技資源應用計畫(2/4),3
109,結合大規模崩塌地質防災資訊服務(4/5),3
109,地質科技研究發展(3/4),3
109,韌性防災與氣候變遷水環境風險評估研究(2/4),3
109,建構臺灣海象及氣象災防環境服務系統(4/4),3
109,氣象雷達災防預警技術提升計畫(2/6),3
109,強地動觀測第5期計畫(5/6)-強震即時警報於防災之應用,3
109,氣象資訊之智慧應用服務計畫(II)-數位創新(1/4),3
109,氣象領域維運與技術發展計畫(6/6),3
109,海洋及交通運輸防災技術研究(3/4),3
109,智慧災防新南向(3/4),3
109,全方位災害防救資訊蒐整與研判技術提升旗艦計畫(4/4),3
109,建構民生公共物聯網(4/4),3
109,基礎科學研究計畫-國家災害防救科技中心發展計畫(1/1),3
109,臺灣及南海海域資料收集調查與資料庫精進(1/4),3
110,擴大災害警報訊息傳遞民眾服務計畫(1/4),3
110,建築與城鄉安全防災韌性科技發展計畫(3/4),3
110,前瞻建築防火避難及結構防火科技研發整合應用計畫(3/4),3
110,建築工程技術發展與整合應用計畫(3/4),3
110,建構韌性防災校園與防災科技資源應用計畫(3/4),3
110,地質科技研究發展(4/4),3
110,結合大規模崩塌地質防災資訊服務(5/5),3
110,尖端地層下陷防治技術之研發(1/4),3
110,韌性防災調適與評估研究(3/4),3
110,氣象領域維運與技術發展計畫(II)(1/6),3
110,強地動觀測第5期計畫(6/6)-強震即時警報於防災之應用,3
110,智慧海象環境災防服務 – 創新安全效能(1/6),3
110,氣象雷達災防預警技術提升計畫(3/6),3
110,氣象資訊之智慧應用服務計畫（II）-數位創新(2/4),3
110,智慧災防新南向(4/4),3
110,民生公共物聯網數據應用及產業開展計畫(1/5),3
110,基礎科學研究計畫-國家災害防救科技中心發展計畫(1/1),3
110,臺灣及南海海域資料收集調查與資料庫精進(2/4),3
年度,計畫完整中文名稱,label
103,產業先進設備人才培育計畫(4/4),4
103,運動科學介入競技實力提升計畫(4/4),4
103,材料與化工產業科技發展綱要計畫(4/4),4
103,人機協同智慧機器人系統技術開發綱要計畫(3/4),4
103,機械產業發展推動計畫(1/4),4
103,推動工業合作計畫(1/4),4
103,紡織產業發展計畫(2/4),4
103,運輸工具產業發展推動計畫(3/4),4
103,國際標準研析暨國家標準調和(1/4),4
103,深耕工業基礎技術專案計畫(2/4),4
103,安全衛生與健康職場研究(2/4),4
104,提升國家競技實力之運動醫學暨科學輔助計畫(1/4),4
104,人機協同智慧機器人系統技術開發綱要計畫(4/4),4
104,材料與化工產業科技發展綱要計畫(1/4),4
104,關鍵製造業製程高值化拔尖計畫(1/4),4
104,紡織產業發展計畫(3/4),4
104,運輸工具產業發展推動計畫(4/4),4
104,機械產業發展推動計畫(2/4),4
104,推動工業合作計畫(2/4),4
104,國際標準研析暨國家標準調和(2/4),4
104,深耕工業基礎技術專案計畫(3/4),4
104,工程科技發展中程綱要計畫書(1/1),4
104,國立科學工業園區實驗高級中學擴校校區充實教學設備計畫(1/1),4
104,安全衛生與健康職場研究(3/4),4
105,推動科技與工藝創意產業結合旗艦計畫(1/4),4
105,提升國家競技實力之運動醫學暨科學輔助計畫(2/4),4
105,關鍵製造業製程高值化拔尖計畫(2/4),4
105,材料與化工產業科技發展綱要計畫(2/4),4
105,區域創新走廊產業科技發展綱要計畫(1/4),4
105,工業基礎技術深耕計畫(1/4),4
105,機械產業發展推動計畫(3/4),4
105,汽、機及自行車產業發展推動計畫(1/4),4
105,推動工業合作計畫(3/4),4
105,以生產力4.0推動智慧製造應用計畫(1/1),4
105,紡織產業發展計畫(4/4),4
105,產業升級轉型行動計畫(1/4),4
105,國際標準研析暨國家標準調和(3/4),4
105,智慧休閒與運動服務加值計畫(1/4),4
105,深耕工業基礎技術專案計畫(4/4),4
105,先進製造之前瞻科技與應用方案(1/1),4
105,安全衛生與健康職場研究(4/4),4
106,提升國家競技實力之運動醫學暨科學輔助計畫(3/4),4
106,中南部雷射與金屬產業高值應用暨系統技術發展綱要計畫(1/4),4
106,材料與化工產業科技發展綱要計畫(3/4),4
106,區域創新走廊產業科技發展綱要計畫(2/4),4
106,工業基礎技術深耕計畫(2/4),4
106,汽、機及自行車產業發展推動計畫(2/4),4
106,推動工業合作計畫(4/4),4
106,紡織產業發展計畫(1/4),4
106,金屬產業發展推動計畫(4/4),4
106,產業升級轉型行動計畫(2/4),4
106,智慧機械產業領航計畫(1/3),4
106,國際標準研析暨國家標準調和(4/4),4
106,航太級大型化積層製造技術開發與驗證(1/4),4
106,深耕工業基礎技術專案計畫第二期(1/4),4
106,推動智慧製造關鍵技術之前瞻科技發展與應用計畫(1/4),4
106,智慧積層製造(3D列印)跨領域研究計畫(1/4),4
106,職場安全衛生與勞動保障研究(1/4),4
107,提升國家競技實力之運動醫學暨科學輔助計畫(4/4),4
107,工業基礎技術深耕計畫(3/4),4
107,機械運輸產業技術升級與特色產業創新加值科技發展綱要計畫(1/4),4
107,中南部雷射與金屬產業高值應用暨系統技術發展綱要計畫(2/4),4
107,材料與化工產業科技發展綱要計畫(4/4),4
107,金屬機電高值推升計畫(1/4),4
107,推動工業合作計畫(1/4),4
107,智慧機械產業領航計畫(2/3),4
107,智慧機械創新產業推動計畫(2/4),4
107,民生產業轉型輔導計畫(1/4),4
107,航太級大型化積層製造技術開發與驗證(2/4),4
107,智慧積層製造(3D列印)跨領域研究計畫(2/4),4
107,智慧製造關鍵技術之創新科技研發與應用計畫(2/4),4
107,強化區域合作─推動中南部智慧機械及航太產業升級計畫(2/4),4
107,職場安全衛生與勞動保障研究(2/4),4
108,新工程教育方法實驗與建構計畫(1/4),4
108,2020東京奧運暨2022杭州亞運菁英及潛力奪牌選手之運科支援計畫(1/4),4
108,機械運輸產業技術升級與特色產業創新加值科技發展綱要計畫(2/4),4
108,中南部雷射與金屬產業高值應用暨系統技術發展綱要計畫(3/4),4
108,工業基礎技術深耕計畫(4/4),4
108,材料化工之民生應用產業發展綱要計畫(1/4),4
108,智慧機械創新產業推動計畫(3/4),4
108,智慧機械產業領航計畫(3/3),4
108,民生產業轉型輔導計畫(2/4),4
108,金屬機電高值推升計畫(2/4),4
108,建立智慧化大型汽車鈑金模具試模中心之服務能量(1/3),4
108,推動工業合作計畫(2/4),4
108,智慧機械產業創新AI應用加值計畫(1/4),4
108,航太級大型化積層製造技術開發與驗證(3/4),4
108,跨領域整合型研究計畫(1/1),4
108,智慧製造關鍵技術之創新科技研發與應用計畫(3/4),4
108,智慧積層製造(3D列印)跨領域研究計畫(3/4),4
108,強化區域合作─推動中南部智慧機械及航太產業升級計畫(3/4),4
108,優質物聯網人才培育和新創職場安全健康服務產業推廣計畫(3/4),4
108,職場安全衛生與勞動保障研究(3/4),4
109,工藝材質自造計畫(1/3),4
109,新工程教育方法實驗與建構計畫(2/4),4
109,科技服務系統研發與實證加值綱要計畫(2/4),4
109,製造智慧化關鍵技術躍升綱要計畫(4/4),4
109,紡織產業科技發展綱要計畫(材料化工之民生應用產業發展綱要計畫)(1/4),4
109,特色產業製造暨創新加值技術推動計畫(原名稱:機械運輸產業技術升級與特色產業創新加值科技發展綱要計畫)(3/4),4
109,金屬機電高值推升計畫(3/4),4
109,推動工業合作計畫(3/4),4
109,智慧機械創新產業推動計畫(4/4),4
109,智慧機械產業創新AI應用加值計畫(2/4),4
109,金屬產業模具應用及材料提升計畫(2/3),4
109,民生產業轉型輔導計畫(3/4),4
109,國防產業之航太與船艦產業推動計畫(1/4),4
109,航太級大型化積層製造技術開發與驗證(4/4),4
109,肌耐力增強型動力外骨骼系統研製與驗證(1/4),4
109,智慧積層製造(3D列印)跨領域研究計畫(4/4),4
109,智慧製造關鍵技術之創新科技研發與應用計畫(4/4),4
109,推動中南部智慧機械及航太產業升級計畫(4/4),4
109,園區智慧機器人創新自造基地計畫(4/4),4
109,職場安全衛生與勞動保障研究(4/4),4
109,全國職業安全衛生智能發展計畫(1/4),4
109,優質物聯網人才培育和創新職場安全健康服務產業推廣計畫(4/4),4
110,工藝材質自造計畫(2/3),4
110,新工程教育方法實驗與建構計畫(3/4),4
110,智機雲市集系統設備服務技術開發計畫(1/4),4
110,科技服務系統研發與實證加值綱要計畫(3/3),4
110,特色產業製造暨創新加值技術推動計畫(4/4),4
110,紡織產業科技發展綱要計畫(2/4),4
110,推動智慧機械與智慧製造產業發展計畫(1/4),4
110,智慧機械產業智慧升級計畫(2/4),4
110,金屬機電高值推升計畫(4/4),4
110,材料與化工產業發展優化計畫(1/4),4
110,智慧機械產業創新AI應用加值計畫(3/4),4
110,推動工業合作計畫(4/4),4
110,金屬產業模具應用及材料提升計畫(3/3),4
110,民生產業轉型輔導計畫(4/4),4
110,國防產業之航太與船艦產業推動計畫(2/4),4
110,建構工具機產線智慧系統升級計畫(1/5),4
110,離岸風電水下基礎產業技術升級輔導計畫(1/4),4
110,應用導向智慧化積層製造技術開發與認證(1/4),4
110,肌耐力增強型動力外骨骼系統研製與驗證(2/4),4
110,職場安全衛生與勞動保障研究(1/4),4
110,全國職業安全衛生智能發展計畫(2/4),4
年度,計畫完整中文名稱,label
103,文物高精密科學檢測技術研發應用暨實驗室建置計畫(2/4),5
103,食品安全管制科技發展計畫(2/4),5
103,物質成癮整合型計畫(2/4),5
103,基因改造食品之前瞻性議題及強化風險分析能力科技計畫(1/4),5
103,善用鑑識科技提昇偵防效能(4/4),5
103,法務部調查局新世代鑑識科技提升計畫(2/4)-新興微量毒品、DNA鑑識與通訊監察量能提昇計畫,5
103,法醫鑑識新象計畫(2/4),5
103,食品產業價值鏈整合及加值推動計畫(3/4),5
103,推動兩岸標準計量檢驗認證合作計畫(1/4),5
103,奈米國家型科技計畫-放射奈米癌症診療及其他應用技術之發展(6/6),5
103,生技醫藥國家型科技計畫-本土好發性疾病輻射應用及分子影像技術平台(3/5),5
103,核子醫藥及醫材與儀器之應用研究(1/4),5
103,錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(2/4),5
103,次世代醫用3D放射造影儀技術開發及應用(1/4),5
104,文物高精密科學檢測技術研發應用暨實驗室建置計畫(3/4),5
104,物質成癮整合型計畫(3/4),5
104,基因改造食品之前瞻性議題及強化風險分析能力科技計畫(2/4),5
104,導入健康風險評估科技，精進我國食品安全(1/4),5
104,鑑識科技量能精進暨服務躍升(1/4),5
104,法務部調查局新世代鑑識科技提升計畫(3/4)-新興微量毒品與DNA鑑識量能提升計畫,5
104,法醫鑑識新象計畫(3/4),5
104,食品產業價值鏈整合及加值推動計畫(4/4),5
104,推動兩岸標準計量檢驗認證合作計畫(2/4),5
104,生技醫藥國家型科技計畫-本土好發性疾病輻射應用及分子影像技術平台(4/5),5
104,核子醫藥及醫材與儀器之應用研究(2/4),5
104,錸-188MN-16ET/利比多肝癌治療新藥之開發與應用研究(3/4),5
104,次世代醫用3D放射造影儀技術開發及應用(2/4),5
105,文物高精密科學檢測技術研發應用暨實驗室建置計畫(4/4),5
105,導入健康風險評估科技，精進我國食品安全(2/4),5
105,食品安全巨量資料分析及資訊科技化建置計畫(1/4),5
105,鑑識科技量能精進暨服務躍升(2/4),5
105,強化商品流程溯源追蹤與跨域稽查整合計畫(1/4),5
105,校園食材登錄平臺及管理系統推廣實施計畫（結合食品雲）(1/4),5
105,法醫鑑識新象計畫(4/4),5
105,法務部調查局新世代鑑識科技提升計畫(4/4)-新興濫用毒(藥)品及其代謝物檢測技術提升計畫,5
105,食品產業振興與加值推動計畫(1/4),5
105,協助中小型食品產業升級轉型輔導計畫(1/4),5
105,推動兩岸標準計量檢驗認證合作(3/4),5
105,跨領域整合型研究計畫(1/1),5
